ApprovalFY,BorrState,loan_count,total_approval,average_loan_amount,total_sba_guaranteed,average_jobs_supported,charge_off_count,paid_in_full_count,guarantee_pct,charge_off_rate_pct,paid_in_full_rate_pct
2022,AZ,825,564254100.0,683944.3636363636,419501803.0,12.014545454545454,30,191,0.7434625694345863,3.6363636363636362,23.151515151515152
2022,CA,4899,3607121800.0,736297.5709328435,2671260828.78,11.00796080832823,192,1118,0.7405518795567148,3.919167176974893,22.820983874260055
2022,CO,1127,770288900.0,683486.1579414374,571504351.0,11.62466725820763,41,243,0.7419350726720845,3.6379769299023956,21.56166814551908
2022,CT,637,235063000.0,369015.69858712715,163483800.0,10.383045525902668,21,113,0.6954892943593846,3.2967032967032965,17.739403453689167
2022,DC,95,47353100.0,498453.6842105263,34186955.0,10.778947368421052,7,18,0.7219581188982348,7.368421052631579,18.94736842105263
2022,DE,149,53588500.0,359654.3624161074,36781505.0,7.154362416107382,14,25,0.6863693702939997,9.395973154362416,16.778523489932887
2022,FL,3248,1954857500.0,601864.9938423645,1455218100.36,11.528633004926109,174,683,0.7444113447450773,5.357142857142857,21.028325123152708
2022,GA,1364,1161383600.0,851454.2521994135,868678083.8,11.812316715542522,44,338,0.7479682714651731,3.225806451612903,24.780058651026394
2022,GU,12,4788100.0,399008.3333333333,3347300.0,22.25,0,3,0.6990873206491093,0.0,25.0
2022,HI,110,19306100.0,175510.0,13639520.0,4.054545454545455,7,23,0.7064875868248895,6.363636363636363,20.90909090909091
2022,IA,357,142865000.0,400182.0728291317,105105240.0,8.92156862745098,6,101,0.735696216708081,1.680672268907563,28.291316526610643
2022,ID,417,188546300.0,452149.4004796163,137896720.0,11.179856115107913,3,143,0.7313679451678448,0.7194244604316546,34.29256594724221
2022,IL,1655,933203000.0,563868.8821752266,680731320.0,11.307552870090634,43,392,0.7294568491528638,2.598187311178248,23.68580060422961
2022,IN,1118,488528700.0,436966.63685152057,352153161.2,10.438282647584973,19,306,0.7208443663596427,1.6994633273703041,27.37030411449016
2022,KS,394,166871000.0,423530.4568527919,121462965.38,11.1751269035533,5,113,0.7278854047737473,1.2690355329949239,28.68020304568528
2022,KY,394,179823900.0,456405.8375634518,129911215.0,10.771573604060913,9,100,0.7224357552027288,2.284263959390863,25.380710659898476
2022,LA,349,277924000.0,796343.8395415472,205535700.0,13.793696275071634,16,64,0.7395392265511435,4.584527220630372,18.33810888252149
2022,MA,1123,325890100.0,290195.9928762244,226002010.0,8.731967943009796,29,279,0.6934914868540039,2.5823686553873553,24.844167408726626
2022,MD,771,331436900.0,429879.2477302205,240557125.0,10.652399481193255,44,185,0.7258006727675765,5.706874189364462,23.994811932555123
2022,ME,258,65444900.0,253662.4031007752,44864025.0,8.426356589147288,2,68,0.6855236236895464,0.7751937984496124,26.356589147286822
2022,MI,2109,814382600.0,386146.3252726411,579459071.0,9.375059269796111,46,458,0.7115317431880298,2.1811284969179705,21.716453295400665
2022,MN,1485,624670800.0,420653.7373737374,450461813.8,12.779124579124579,49,423,0.7211187297373273,3.2996632996632997,28.484848484848484
2022,MO,916,418999900.0,457423.47161572054,303839460.25,11.482532751091703,25,247,0.7251540161465432,2.7292576419213974,26.965065502183407
2022,MS,291,132420600.0,455053.6082474227,99414845.0,9.859106529209622,10,91,0.7507506007373476,3.4364261168384878,31.27147766323024
2022,MT,166,83598600.0,503606.0240963855,61016840.0,12.608433734939759,5,50,0.7298787300265794,3.0120481927710845,30.120481927710845
2022,NC,983,751265400.0,764257.7822990845,554584256.5,13.925737538148525,25,251,0.7382001839829173,2.5432349949135302,25.53407934893184
2022,ND,114,43692400.0,383266.6666666667,29862660.0,9.850877192982455,1,37,0.6834749292783184,0.8771929824561403,32.45614035087719
2022,NE,299,124285000.0,415668.8963210702,88782295.0,9.357859531772576,6,94,0.714344410025345,2.0066889632107023,31.438127090301002
2022,NH,383,113734100.0,296955.87467362924,79920165.0,8.934725848563968,3,102,0.7026930797359807,0.783289817232376,26.631853785900784
2022,NJ,1518,719699400.0,474110.2766798419,522933290.0,9.104743083003953,93,304,0.7265995914405375,6.126482213438735,20.02635046113307
2022,NM,218,126420200.0,579909.1743119266,92622365.0,12.587155963302752,4,55,0.7326547893453736,1.834862385321101,25.229357798165136
2022,NV,438,224213100.0,511902.05479452055,165793975.0,10.296803652968036,30,89,0.7394482079771432,6.8493150684931505,20.319634703196346
2022,NY,2706,1052664700.0,389011.34515890613,753060006.2,7.339615668883962,213,558,0.7153844963168234,7.871396895787139,20.620842572062084
2022,OH,3527,1037748800.0,294229.8837538985,728505110.34,7.075418202438333,91,739,0.7020052543929707,2.5800963992061243,20.952650978168414
2022,OK,556,290408400.0,522317.2661870504,213147710.0,11.197841726618705,13,151,0.7339584874266722,2.338129496402878,27.158273381294965
2022,OR,757,394497200.0,521132.3645970938,291423310.0,8.301188903566711,19,203,0.7387208578413231,2.509907529722589,26.81638044914135
2022,PA,1739,833879900.0,479516.9062679701,604752730.7,10.25014376078206,54,392,0.7252276145521676,3.105232892466935,22.54169062679701
2022,PR,420,74578300.0,177567.38095238095,47444630.0,12.878571428571428,7,89,0.6361720500467294,1.6666666666666667,21.19047619047619
2022,RI,158,60001200.0,379754.43037974683,42187525.0,10.012658227848101,5,33,0.7031113544395778,3.1645569620253164,20.88607594936709
2022,SC,562,343032400.0,610377.9359430606,254650723.6,12.555160142348754,19,134,0.7423518116656036,3.380782918149466,23.843416370106763
2022,SD,117,35341900.0,302067.5213675214,25317370.0,8.658119658119658,3,30,0.7163556571661399,2.5641025641025643,25.641025641025642
2022,TN,555,354445000.0,638639.6396396396,263041477.9,11.073873873873874,15,149,0.7421221286800491,2.7027027027027026,26.846846846846848
2022,TX,3498,2797971300.0,799877.4442538593,2074517364.46,13.55431675242996,150,748,0.7414362557828953,4.288164665523156,21.38364779874214
2022,UT,758,423942600.0,559291.0290237467,312259268.0,13.257255936675461,19,211,0.7365602513170415,2.5065963060686016,27.83641160949868
2022,VA,772,428537900.0,555100.9067357513,316003320.0,12.353626943005182,29,178,0.7373987691637076,3.756476683937824,23.05699481865285
2022,VI,14,9265000.0,661785.7142857143,6769500.0,13.571428571428571,1,1,0.7306529951430113,7.142857142857143,7.142857142857143
2022,VT,133,36292900.0,272878.94736842107,24687140.0,9.037593984962406,1,40,0.6802195470739456,0.7518796992481203,30.075187969924812
2022,WA,1251,808012800.0,645893.5251798561,593186830.9,10.498001598721023,26,345,0.7341304876605915,2.0783373301358914,27.577937649880095
2022,WI,961,504251600.0,524715.5046826223,363956201.0,11.517169614984391,17,246,0.7217750047793602,1.7689906347554631,25.598335067637876
2022,WV,166,59448400.0,358122.8915662651,42161150.0,8.825301204819278,1,31,0.7092057986421838,0.6024096385542169,18.674698795180724
2022,WY,98,47900800.0,488783.67346938775,35095030.0,11.948979591836734,3,37,0.7326606236221525,3.061224489795918,37.755102040816325
2023,AK,107,73510500.0,687014.0186915888,55044455.0,15.476635514018692,0,13,0.7487971786343448,0.0,12.149532710280374
2023,AL,408,287350100.0,704289.4607843137,214399663.3,10.754901960784315,5,51,0.7461269834254451,1.2254901960784315,12.5
2023,AR,306,199453600.0,651809.1503267974,147460039.66,11.356209150326798,4,72,0.739320020596269,1.3071895424836601,23.529411764705884
2023,AZ,1119,678103800.0,605990.8847184987,503406145.0,12.109025915996426,40,180,0.7423732841491228,3.5746201966041107,16.0857908847185
2023,CA,6098,3631102500.0,595457.9370285339,2684852621.75,11.147425385372253,235,874,0.7394042502931272,3.8537225319776978,14.332568055100033
2023,CO,1438,855129700.0,594665.9944367177,628456214.6,11.567454798331015,40,209,0.7349250231865412,2.7816411682892905,14.534075104311544
2023,CT,744,290548300.0,390521.90860215056,205357225.0,9.741935483870968,24,71,0.7067920376749752,3.225806451612903,9.543010752688172
2023,DC,123,52100400.0,423580.48780487804,37597025.0,17.24390243902439,10,10,0.7216264174555281,8.130081300813009,8.130081300813009
2023,DE,196,74673800.0,380988.7755102041,55068310.0,10.658163265306122,10,30,0.737451555967421,5.1020408163265305,15.306122448979592
2023,FL,4621,2232133700.0,483041.2681237827,1642964376.82,10.929236096083098,197,614,0.7360510603912301,4.263146505085479,13.287167279809566
2023,GA,1686,1177881300.0,698624.7330960854,879993518.0,11.690391459074734,39,235,0.7470986405845819,2.3131672597864767,13.938315539739028
2023,HI,150,49703000.0,331353.3333333333,36233025.0,9.033333333333333,4,27,0.7289907047864314,2.6666666666666665,18.0
2023,IA,296,99140400.0,334933.7837837838,71798124.6,10.506756756756756,4,53,0.7242065252914048,1.3513513513513513,17.905405405405407
2023,ID,455,202266400.0,444541.53846153844,146129447.5,10.938461538461539,4,97,0.7224603171856522,0.8791208791208791,21.318681318681318
2023,IL,1957,980397300.0,500969.4941236587,708529009.53,12.41338783852836,65,287,0.7226957984584412,3.321410321921308,14.665304036791007
2023,IN,1194,493159100.0,413031.07202680066,356621850.0,11.496649916247906,27,181,0.7231375229616568,2.2613065326633164,15.159128978224455
2023,KS,416,204692700.0,492049.7596153846,150298110.0,13.28125,2,80,0.7342621891254549,0.4807692307692308,19.23076923076923
2023,KY,440,194972500.0,443119.3181818182,140499485.0,12.679545454545455,8,63,0.7206118042288014,1.8181818181818181,14.318181818181818
2023,LA,429,245307200.0,571811.6550116551,182378761.7,12.526806526806526,10,47,0.7434708875238883,2.331002331002331,10.955710955710956
2023,MA,1425,432524000.0,303525.6140350877,300241385.0,10.195087719298245,39,216,0.6941612141753983,2.736842105263158,15.157894736842104
2023,MD,939,365211300.0,388936.4217252396,260847448.6,12.498402555910543,35,109,0.7142370693349303,3.7273695420660276,11.608093716719916
2023,ME,346,73916300.0,213630.92485549132,49985450.0,8.193641618497109,6,57,0.6762439407816679,1.7341040462427746,16.473988439306357
2023,MI,2495,803134500.0,321897.59519038076,570615326.5,8.574749498997996,41,297,0.7104853875658436,1.6432865731462927,11.90380761523046
2023,MN,1560,614854600.0,394137.5641025641,441268775.0,11.031410256410256,34,289,0.717679879112883,2.1794871794871793,18.525641025641026
2023,MO,897,500212500.0,557650.5016722408,369970931.0,12.306577480490525,15,182,0.7396275203038708,1.6722408026755853,20.28985507246377
2023,MS,329,209124000.0,635635.2583586626,155955900.1,9.620060790273556,7,53,0.7457580196438477,2.127659574468085,16.109422492401215
2023,MT,157,66197400.0,421639.49044585985,48541500.0,9.51592356687898,2,33,0.7332840866861841,1.2738853503184713,21.019108280254777
2023,NC,1302,873505300.0,670895.0076804915,650403445.0,13.34715821812596,21,168,0.744590153030554,1.6129032258064515,12.903225806451612
2023,ND,87,34005700.0,390870.1149425287,23731312.2,13.505747126436782,1,19,0.6978627759463855,1.1494252873563218,21.839080459770116
2023,NE,295,105294600.0,356930.8474576271,76074385.0,9.72542372881356,1,71,0.7224908494832594,0.3389830508474576,24.06779661016949
2023,NH,396,96250400.0,243056.56565656565,66132350.0,8.424242424242424,4,73,0.6870864952249549,1.0101010101010102,18.434343434343436
2023,NJ,2249,964618200.0,428909.82658959535,698802840.0,8.939084037349934,122,286,0.7244346416022422,5.42463317029791,12.716763005780347
2023,NM,211,135827400.0,643731.7535545024,100893245.0,14.791469194312796,5,37,0.7428048022711176,2.3696682464454977,17.53554502369668
2023,NV,574,327486500.0,570533.9721254356,240983560.0,14.344947735191637,19,95,0.7358579971998845,3.3101045296167246,16.550522648083625
2023,NY,4092,1258454000.0,307540.0782013685,884268606.2,7.680840664711632,280,499,0.7026626370133513,6.842619745845552,12.194525904203324
2023,OH,3654,1010158900.0,276452.90093048714,711892775.0,7.732074438970991,52,495,0.704733458270773,1.4230979748221126,13.54679802955665
2023,OK,462,238265200.0,515725.54112554115,172476175.0,12.69047619047619,4,84,0.7238831982177842,0.8658008658008658,18.181818181818183
2023,OR,763,415282300.0,544275.622542595,303109319.0,10.222804718217562,19,137,0.7298874018950483,2.490170380078637,17.955439056356486
2023,PA,2035,765881200.0,376354.39803439804,555009807.5,10.635380835380836,68,251,0.7246682742702132,3.3415233415233416,12.334152334152334
2023,PR,461,82389500.0,178719.08893709327,55079132.5,11.783080260303688,1,52,0.6685212618112745,0.21691973969631237,11.279826464208243
2023,RI,198,71236200.0,359778.7878787879,49465208.0,9.16161616161616,4,28,0.6943830243612096,2.0202020202020203,14.141414141414142
2023,SC,680,371600400.0,546471.1764705882,273798135.0,10.541176470588235,11,87,0.7368079662992828,1.6176470588235294,12.794117647058824
2023,SD,134,57162700.0,426587.3134328358,40881100.0,12.08955223880597,3,22,0.7151709069025781,2.2388059701492535,16.417910447761194
2023,TN,662,376412400.0,568598.7915407855,278105600.0,12.265861027190333,14,92,0.7388321957512558,2.1148036253776437,13.897280966767372
